Chr Start End Gene
1 112956415 112964072 SLC16A1-AS1
1 113011687 113073102 LRIG2-DT
1 113196781 113206253 LOC643441
1 113696831 113759888 PHTF1
1 113812612 113901237 AP4B1-AS1
1 113876816 113887581 BCL2L15
1 113904619 113914086 DCLRE1B
1 113924001 113929525 HIPK1-AS1
1 114567557 114581615 BCAS2
1 114582850 114670049 DENND2C
1 114673098 114695546 AMPD1
1 114704469 114716771 NRAS
1 114716916 114757984 CSDE1
1 114769479 114780685 SIKE1
1 115029826 115034309 TSHB
1 115283034 115368072 NGF-AS1
1 115641970 115698221 VANGL1
1 115700021 115768714 CASQ2
1 115919376 115925908 LINC01649
1 115922573 115977276 LOC101928977
1 116373244 116404774 ATP1A1
1 116392865 116418622 ATP1A1-AS1
1 116423724 116478826 LINC01762
1 116514534 116571026 CD58
1 116560024 116560111 MIR548AC
1 116671746 116671817 MIR320B1
1 116694112 116706603 LINC02868
1 116754430 116769229 CD2
1 117025482 117059490 CD101-AS1
1 117094643 117094728 MIR942
1 117295466 117321336 LINC01525
1 117596832 117605770 TENT5C-DT
1 117606048 117628389 TENT5C
1 117863485 117929621 GDAP2
1 117929739 117966543 WDR3
1 119000344 119001405 LOC105378933
1 119047405 119063287 WARS2-IT1
1 119140396 119275973 WARS2-AS1
1 119328252 119356182 LINC01780
1 119368946 119370331 HAO2-IT1
1 119414931 119423034 HSD3B2
1 119507203 119515058 HSD3B1
1 119597702 119599291 LINC00622
1 119747996 119768932 HMGCS2
1 119794017 119811460 REG4
1 119893533 119896515 ADAM30
1 119911553 120069662 NOTCH2
1 120150898 120176520 SEC22B
1 120558685 120561267 LOC107985524
1 120723945 120842229 NBPF26
1 120723945 120794851 NOTCH2NLR
1 120850819 120850985 RNVU1-19
1 120889771 120890530 PPIAL4A
1 120912238 120955811 LINC00623
1 120913341 120914114 LOC100996720
1 120942600 120942763 RNVU1-4
1 121090289 121098265 LOC100996318
1 121167646 121184340 FAM72B
1 121184975 121392874 SRGAP2C
1 121360156 121397905 SRGAP2-AS1
1 143699456 143699619 RNVU1-17
1 143729407 143729570 RNVU1-18
1 143792495 143797108 LINC02591
1 143902386 143905977 H3-7
1 144372875 144373634 PPIAL4E
1 144412576 144412740 RNVU1-15
1 144551779 144551943 RNVU1-2A
1 144592893 144593652 PPIAL4F
1 144652444 144654439 LOC105371215
1 145164099 145216052 LINC01145
1 145214851 145216577 LOC100996740
1 145241415 145242174 PPIAL4D
1 145281116 145281279 RNVU1-14
1 145848522 145859081 PIAS3
1 145850587 145850645 MIR6736
1 145866564 145885866 ANKRD35
1 145911348 145918717 PEX11B
1 145921556 145927484 RBM8A
1 145926831 145941203 LIX1L-AS1
1 145933423 145958017 LIX1L
1 145959441 145964575 ANKRD34A
1 145964690 145978848 POLR3GL
1 145992435 145996579 TXNIP
1 146017470 146021735 HJV
1 146052081 146052244 RNVU1-6
1 146052596 146058799 LINC01719
1 146064699 146144804 NBPF10
1 146148865 146229021 NOTCH2NLA
1 146344006 146344765 PPIAL4H
1 147084616 147084756 RNVU1-8
1 147382192 147517875 LINC00624
1 147541501 147626216 BCL9
1 147611590 147611796 LOC128071544
1 147756199 147773351 GJA5
1 148038753 148038916 RNVU1-7
1 148102151 148152281 NBPF11
1 148162710 148163413 LINC02805
1 148208093 148247071 LOC101927468
1 148271879 148281223 LINC01731
1 148279268 148291861 LINC02806
1 148334479 148334554 MIR5087
1 148362370 148362533 RNVU1-1
1 148388282 148388363 MIR6077
1 148402715 148402875 RNVU1-3
1 148432959 148459920 LINC01138
1 148482548 148483302 PPIAL4G
1 148531385 148596011 NBPF14
1 148748774 148752415 NUDT4B
1 148808434 149033016 PDE4DIP
1 149390621 149471833 NOTCH2NLC
1 149475045 149556361 NBPF19
1 149583848 149584607 PPIAL4C
1 149607012 149679523 LINC00869
1 149702209 149705716 LOC644634
1 149782689 149812370 H2BC18
1 149782694 149800609 FCGR1A
1 149813225 149813693 H3C13
1 149832657 149833052 H4C14
1 149840687 149841208 H3C14
1 149842218 149842750 H2AC18
1 149851061 149851594 H2AC19
1 149852608 149853125 H3C15
1 149884459 149886682 H2BC21
1 149886918 149887411 H2AC20
1 149887469 149887965 H2AC21
1 149903318 149917844 SV2A
1 149923317 149927803 SF3B4
1 150149646 150160065 PLEKHO1
1 150160728 150181228 LINC02988
1 150261694 150261797 SNORD13C
1 150293861 150308979 MRPS21
1 150492345 150492410 MIR6878
1 150508109 150513789 ECM1
1 150515752 150536788 FALEC
1 150548564 150557724 ADAMTSL4-AS2
1 150551929 150552014 MIR4257
1 150560895 150574552 ADAMTSL4-AS1
1 150574558 150579610 MCL1
1 150579830 150604284 LOC107985203
1 150621246 150629612 ENSA
1 150730188 150765778 CTSS
1 150796208 150808260 CTSK
1 150887136 150913292 CTXND2
1 151047751 151051420 C1orf56
1 151060397 151069544 MLLT11
1 151070761 151125542 GABPB2
1 151156649 151170296 TNFAIP8L2-SCNM1
1 151156649 151159749 TNFAIP8L2
1 151166144 151170296 SCNM1
1 151254734 151267479 PSMD4
1 151280024 151281929 ZNF687-AS1
1 151347010 151347891 RFX5-AS1
1 151399573 151401937 PSMB4
1 151545796 151545891 MIR554
1 151700058 151716803 CELF3
1 151762969 151771330 OAZ3
1 151790749 151794402 TDRKH-AS1
1 151800264 151805419 LINGO4
1 151837818 151840557 C2CD4D
1 151838277 151851535 C2CD4D-AS1
1 151870866 151909511 THEM4
1 151982915 151993859 S100A10
1 152032506 152037004 S100A11
1 152084141 152089064 TCHHL1
1 152106317 152115444 TCHH
1 152153595 152159228 RPTN
1 152189303 152366692 FLG-AS1
1 152212076 152224193 HRNR
1 152302165 152325239 FLG
1 152348735 152360006 FLG2
1 152409243 152414263 CRNN
1 152510803 152512177 LCE5A
1 152565654 152566780 LCE3E
1 152579381 152580516 LCE3D
1 152600234 152601086 LCE3C
1 152613811 152614098 LCE3B
1 152622834 152623103 LCE3A
1 152655477 152656804 LINC00302
1 152663380 152664659 LCE2D
1 152675279 152676569 LCE2C
1 152686123 152687397 LCE2B
1 152698345 152699442 LCE2A
1 152708160 152709434 LCE4A
1 152719522 152720470 KPLCE
1 152775140 152777024 LCE1F
1 152786257 152788426 LCE1E
1 152796721 152798181 LCE1D
1 152804832 152806651 LCE1C
1 152811971 152813108 LCE1B
1 152827473 152828097 LCE1A
1 152859996 152861252 LCE7A
1 152878322 152885047 SMCP
1 152908546 152911886 IVL
1 152929881 152949210 LINC01527
1 152947206 152949255 SPRR5
1 152984081 152985814 SPRR1A
1 153001749 153003856 SPRR3
1 153031203 153032900 SPRR1B
1 153039732 153041120 SPRR2D
1 153056120 153057512 SPRR2A
1 153093135 153094526 SPRR2E
1 153112121 153119468 SPRR2F
1 153174518 153191676 LOC101928009
1 153203430 153205120 LELP1
1 153217584 153219310 PRR9
1 153259687 153262124 LORICRIN
1 153357854 153361023 S100A9
1 153373711 153375621 S100A12
1 153390032 153422583 S100A8
1 153416520 153423222 S100A7A
1 153457744 153460651 S100A7
1 153543621 153545806 S100A4
1 153545742 153551769 LOC101928034
1 153547329 153549258 S100A3
1 153628434 153632039 S100A1
1 153658654 153661852 SNAPIN
1 153661788 153670993 ILF2
1 153689705 153689793 MIR8083
1 153728050 153774808 INTS3
1 153775407 153780157 SLC27A3
1 153962351 153962420 MIR6737
1 153974269 153977674 JTB
1 153977743 153979160 JTB-DT
1 153990762 153992155 RPS27
1 154104521 154104592 MIR5698
1 154155308 154192100 TPM3
1 154193665 154193743 MIR190B
1 154199085 154206333 CFAP141
1 154259727 154259862 SNORA58B
1 154272629 154275875 HAX1
1 154402321 154406564 IL6R-AS1
1 154553609 154555028 UBE2Q1-AS1
1 154697455 154870281 KCNN3
1 154924740 154942658 PMVK
1 154944080 154956099 PBXIP1
1 154957026 154961782 PYGO2
1 154961538 154962623 LOC101928120
1 154974681 154979251 CKS1B
1 154975693 154975783 MIR4258
1 154993586 154994321 LENEP
1 155033806 155050930 DCST1
1 155045191 155063991 DCST1-AS1
1 155051316 155069553 ADAM15-EFNA4
1 155051316 155062775 ADAM15
1 155063740 155087538 EFNA4-EFNA3
1 155063740 155069553 EFNA4
1 155078837 155087538 EFNA3
1 155127876 155134899 EFNA1
1 155169408 155173304 KRTCAP2
1 155173849 155184971 TRIM46
1 155185824 155192915 MUC1
1 155194997 155205489 THBS3-AS1
1 155195177 155195272 MIR92B
1 155208695 155213839 MTX1
1 155234452 155244627 GBA1
1 155308866 155320665 FDPS
1 155316854 155324176 RUSC1-AS1
1 155346350 155346445 MIR555
1 155562042 155563944 ASH1L-AS1
1 155659442 155688996 YY1AP1
1 155679108 155679255 SCARNA26A
1 155783684 155783832 SCARNA26B
1 155897808 155911349 RIT1
1 155913045 155934413 KHDC4
1 155919909 155920042 SNORA80E
1 155925958 155926086 SCARNA4
1 155941638 155943087 RXFP4
1 155946854 155979617 ARHGEF2
1 155951273 155951336 MIR6738
1 155978639 155982988 ARHGEF2-AS2
1 156009048 156020951 SSR2
1 156054782 156058506 LAMTOR2
1 156061160 156070504 RAB25
1 156072013 156082465 MEX3A
1 156082573 156140081 LMNA
1 156212988 156243332 PMF1-BGLAP
1 156213007 156240042 PMF1
1 156242184 156243317 BGLAP
1 156243320 156248056 PAQR6
1 156249224 156291516 SMG5
1 156282932 156292443 TMEM79
1 156298624 156299307 VHLL
1 156308968 156338292 CCT3
1 156337314 156346995 TSACC
1 156369211 156385219 RHBG
1 156404252 156429548 MIR9-1HG
1 156420341 156420429 MIR9-1
1 156591776 156594299 NAXE
1 156594301 156601479 GPATCH4
1 156614742 156621928 LOC101928177
1 156645736 156661440 BCAN-AS2
1 156668763 156677407 NES
1 156699606 156705784 CRABP2
1 156767535 156800815 PRCC
1 156815750 156881850 NTRK1
1 156840063 156859117 INSRR
1 156936131 156936244 MIR765
1 157092043 157099808 ETV3L
1 157275095 157283966 LINC02772
1 157925967 157949071 LOC105371458
1 158025550 158032098 KIRREL1-IT1
1 158127287 158128301 SMIM42
1 158132044 158140640 LINC01704
1 158398522 158399466 OR10T2
1 158418210 158426237 OR10K2
1 158461834 158467458 OR10K1
1 158472220 158480936 OR10R2
1 158544550 158554405 OR6Y1
1 158560606 158570580 OR6P1
1 158578919 158579899 OR10X1
1 158605268 158612514 OR10Z1
1 158699678 158700652 OR6K2
1 158754720 158755891 OR6K6
1 158774222 158781204 OR6N2
1 158831351 158849502 MNDA
1 158999971 159002751 PYDC5
1 159195985 159202422 CADM3-AS1
1 159204875 159206500 ACKR1
1 159283575 159308202 FCER1A
1 159535078 159536007 OR10J5
1 159587826 159588865 APCS
1 159712289 159714589 CRP
1 159780962 159782543 DUSP23
1 159834478 159855037 SNHG28
1 159854316 159862657 VSIG8
1 159872364 159900165 CFAP45
1 159899979 159900079 MIR4259
1 159918111 159925507 TAGLN2
1 159927041 159945613 IGSF9
1 159961224 159979086 LINC01133
1 160024953 160031990 PIGM
1 160037467 160070160 KCNJ10
1 160190575 160201886 CASQ1
1 160202199 160208869 LOC729867
1 160215720 160262549 DCAF8
1 160261749 160262778 DCAF8-DT
1 160276807 160285151 PEX19
1 160288594 160343250 COPA
1 160367071 160372846 NHLH1
1 160537096 160571133 LOC105371468
1 160772710 160789862 LOC105371470
1 160876540 160885180 ITLN1
1 160932465 160949922 LOC101928372
1 160995211 161021152 F11R
1 161037631 161038964 TSTD1
1 161083826 161090732 NECTIN4-AS1
1 161098361 161100346 KLHDC9
1 161135150 161137942 LOC112543491
1 161215295 161219245 FCER1G
1 161222292 161223628 APOA2
1 161227186 161227261 MIR5187
1 161314381 161363206 SDHC
1 161364733 161367876 CFAP126
1 161524540 161526894 HSPA6
1 161623196 161631963 FCGR3B
1 161721544 161728143 FCRLB
1 161763783 161766147 ATF6-DT
1 162069691 162370475 NOS1AP
1 162157107 162157182 MIR4654
1 162342546 162342640 MIR556
1 162378841 162386812 C1orf226
1 162395268 162412136 SH2D1B
1 162497174 162529631 UHMK1
1 162851020 162868833 CCDC190
1 163068871 163076802 RGS4
1 163142299 163321735 RGS5
1 163161675 163213023 RGS5-AS1
1 163244505 163321735 LOC127814295
1 164769116 164774641 PBX1-AS1
1 165215955 165219044 LMX1A-AS1
1 165400922 165445126 RXRG
1 165476842 165582155 LRRC52-AS1
1 165544000 165563957 LRRC52
1 165662216 165698562 ALDH9A1
1 165724291 165768922 TMCO1
1 165768929 165775449 TMCO1-AS1
1 165827614 165911618 UCK2
1 165907921 165907976 MIR3658
1 166055918 166167001 FAM78B
1 166080736 166091567 FAM78B-AS1
1 166154743 166154798 MIR921
1 166475772 166490039 LINC01675
1 166856510 166876264 TADA1
1 167175362 167195805 LINC01363
1 167219831 167220536 POU2F1-DT
1 167541013 167553762 CREG1
1 167630232 167708696 RCSD1
1 167998660 167998726 MIR1255B2
1 168079542 168137667 GPR161
1 168178962 168202109 TIPRL
1 168226004 168253021 SFT2D2
1 168280877 168314426 TBX19
1 168375524 168375621 MIR557
1 168400191 168495640 LOC125312414
1 168400191 168422656 LOC100505918
1 168464114 168495640 LOC101928565
1 168540768 168543997 XCL2
1 168576605 168582069 XCL1
1 168695468 168729206 DPT
1 168786941 168792888 LINC00626
1 168903905 169087005 LINC00970
1 169104124 169104907 LOC101928596
1 169106690 169132719 ATP1B1
1 169132531 169367797 NME7
1 169368195 169396575 BLZF1
1 169463909 169485970 SLC19A2
1 169511951 169586481 F5
1 169690667 169711620 SELL
1 169722640 169734079 SELE
1 170151378 170151462 MIR3119-2
1 170151378 170151462 MIR3119-1
1 170174379 170241570 LINC01681
1 170271405 170284208 LINC01142
1 170461317 170532609 GORAB-AS1
1 170532166 170553834 GORAB
1 171101728 171101806 MIR1295A
1 171101739 171101798 MIR1295B
1 171635417 171652688 MYOC
1 171781660 171797716 METTL13
1 171864192 171864687 DNM3-IT1
1 172136879 172144835 DNM3OS
1 172138798 172138907 MIR214
1 172138808 172138888 MIR3120
1 172144535 172144644 MIR199A2
1 172441457 172444069 PIGC
1 172659103 172666876 FASLG
1 173039202 173050941 TNFSF18
1 173235060 173477155 LOC100506023
1 173417789 173461362 PRDX6-AS1
1 173477335 173488815 PRDX6
1 173635338 173637130 TEX50
1 173799550 173824883 CENPL
1 173824673 173858546 DARS2
1 173863248 173863941 GAS5-AS1
1 173863901 173869045 GAS5
1 173864146 173864222 SNORD81
1 173864369 173864445 SNORD47
1 173864833 173864903 SNORD80
1 173865350 173865430 SNORD79
1 173865622 173865686 SNORD78
1 173865968 173866028 SNORD44
1 173866205 173866290 SNORA103
1 173866301 173866370 SNORD77
1 173866635 173866715 SNORD76
1 173866879 173866938 SNORD75
1 173867674 173867745 SNORD74
1 173903800 173917327 SERPINC1
1 174022483 174023190 RC3H1-DT
1 174121638 174159287 RABGAP1L-DT
1 174447964 174449545 GPR52
1 174934947 174954261 RABGAP1L-AS1
1 174997479 174999646 LOC105371622
1 174999435 175012027 CACYBP
1 175012958 175023425 MRPS14
1 175315194 175743595 TNR
1 175877343 175880464 LINC01657
1 175968370 175968479 MIR1843
1 175968397 175968540 SCARNA3
1 176207665 176266133 COP1-DT
1 177029363 177029445 MIR488
1 177351586 177366458 LINC01645
1 177700524 177710330 LINC01741
1 177928788 178037976 CRYZL2P-SEC16B
1 177928788 177984284 SEC16B
1 178091508 178093993 RASAL2-AS1
1 178513109 178523510 TEX35
1 178542796 178548889 C1orf220
1 178677749 178677834 MIR4424
1 178723009 178726284 RALGPS2-AS1
1 179082070 179095996 TOR3A
1 179727776 179816198 FAM163A
1 179730188 179742697 LOC128071543
1 179803924 179804025 MIR12116
1 179882285 179920076 TOR1AIP1
1 180269663 180274681 LHX4-AS1
1 180438314 180438390 MIR3121
1 180558964 180566518 OVAAL
1 180632022 180890279 XPR1
1 180906592 180914056 LINC02816
1 180912897 180951614 KIAA1614
1 180949690 180954887 KIAA1614-AS1
1 180972725 181022870 STX6
1 181088700 181092900 IER5
1 181174484 181182208 LINC01732
1 181236388 181238604 LINC01699
1 182203945 182314061 LINC01344
1 182378098 182391790 GLUL
1 182398117 182400667 TEDDM1
1 182407621 182414813 LINC00272
1 182615140 182616629 LINC01686
1 182712862 182714544 LINC01688
1 182789773 182830384 NPL
1 182833672 182839591 DHX9-AS1
1 182839347 182887982 DHX9
1 182899865 182953166 SHCBP1L
1 183023420 183145592 LAMC1
1 183138402 183141270 LAMC1-AS1
1 183248237 183418380 NMNAT2
1 183460874 183471982 SMG7-AS1
1 183620846 183635783 ARPC5
1 183646275 183653316 APOBEC4
1 183929662 184037728 COLGALT2
1 184051730 184097485 TSEN15
1 184385753 184386704 C1orf21-DT
1 184387029 184629019 C1orf21
1 185001527 185008678 LINC01633
1 185558379 185628488 LINC01350
1 185646509 185657168 GS1-204I12.4
1 186296273 186314567 PRG4
1 186311652 186375253 TPR
1 186435161 186470291 PDC-AS1
1 186443566 186461114 PDC
1 186671791 186680423 PTGS2
1 186680654 186681446 PACERR
1 187092842 187360244 LINC01036
1 187443628 187477222 LINC01037
1 188905672 189037815 LINC01035
1 190478260 190481394 BRINP3-DT
1 190624890 190801658 LINC01720
1 191221159 191228498 LINC01680
1 191732686 192011260 LINC02770
1 192158462 192185815 RGS18
1 192316992 192367285 RGS21
1 192575773 192580024 RGS1
1 192636147 192660311 RGS13
1 192716328 192716390 MIR4426
1 192809039 192812275 RGS2
1 192935744 192948257 RGS2-AS1
1 193057281 193057415 SCARNA18B
1 193096465 193106114 GLRX2
1 193136503 193136583 MIR1278
1 193178730 193186613 B3GALT2
1 193304745 193365953 LINC01031
1 196044880 196088715 LINC01724
1 196582413 196582481 MIR4735
1 196652043 196747504 CFH
1 196774840 196795407 CFHR3
1 196819731 196832189 CFHR1
1 197084127 197146669 ASPM
1 197902630 197907362 C1orf53
1 198523222 198540945 ATP6V1G3
1 198808003 198937429 MIR181A1HG
1 198858873 198858982 MIR181B1
1 198859044 198859153 MIR181A1
1 198992589 199018964 LINC01222
1 199016133 199076735 LINC01221
1 199148598 199393307 LINC02789
1 200342544 200373792 LINC00862
1 200404951 200410036 ZNF281
1 200669507 200694250 DDX59-AS1
1 200872981 200874178 GPR25
1 200891531 200915742 INAVA
1 201023949 201036676 LOC101929305
1 201113943 201127184 ASCL5
1 201283506 201332989 PKP1
1 201380833 201399324 LAD1
1 201403784 201421730 TNNI1
1 201464278 201469188 PHLDA3
1 201483530 201507123 CSRP1
1 201507213 201534784 CSRP1-AS1
1 201539127 201826969 NAV1
1 201688256 201829559 IPO9-AS1
1 201719508 201719627 MIR5191
1 201808611 201808702 MIR1231
1 201829157 201884291 IPO9
1 201863373 201863447 MIR6739
1 201888677 201892587 SHISA4
1 201896456 201946548 LMOD1
1 201955503 201970664 TIMM17A
1 201978461 201978595 SNORA70H
1 201982648 202006143 RNPEP
1 202000051 202010353 ELF3-AS1
1 202003124 202003236 MIR6740
1 202122917 202133592 GPR37L1
1 202133404 202144737 ARL8A
1 202331657 202341936 UBE2T
1 202810946 202811913 PCAT6
1 202878282 202889149 RABIF
1 202961873 202967257 CYB5R1
1 203007374 203024848 TMEM183A
1 203026491 203078736 PPFIA4
1 203083129 203086012 MYOG
1 203083795 203088340 MYOPARR
1 203287152 203288798 LINC01353
1 203298758 203305325 BTG2-DT
1 203305519 203309602 BTG2
1 203475806 203491352 PRELP
1 203494153 203508949 OPTC
1 203626832 203744081 ATP2B4
1 203729581 203729705 SNORA77
1 203730577 203731853 LINC00260
1 203795623 203854124 ZC3H11A
1 203795623 203854124 ZBED6
1 203802094 203802192 LOC128031836
1 203861599 203871152 SNRPE
1 204032445 204041265 LINC00303
1 204141408 204143009 ERLNC1
1 204154819 204166337 REN
1 204190341 204196491 KISS1
1 204368430 204369719 LINC00628
1 204422633 204494805 PIK3C2B
1 204617170 204685738 LRRN2
1 205083129 205084460 TMEM81
1 205233777 205237291 TMCC2-AS1
1 205373252 205387440 LEMD1-AS1
1 205448302 205448398 MIR135B
1 205456058 205469024 LEMD1-DT
1 205554272 205569305 MFSD4A-AS1
1 205569014 205602918 MFSD4A
1 205607943 205632011 ELK4
1 205657851 205680509 SLC45A3
1 205828025 205850132 PM20D1
1 205862079 205896087 PM20D1-AS1
1 205934913 205978095 SLC26A9-AS1
1 205957925 205958388 LOC103021295
1 206053173 206102449 RHEX
1 206106936 206117388 AVPR1B
1 206117783 206126805 AVPR1B-DT
1 206474803 206474864 MIR6769B
1 206491116 206497728 IKBKE-AS1
1 206507531 206589448 RASSF5
1 206634196 206635668 DYRK3-AS1
1 206767602 206772494 IL10
1 206863565 206869223 IL20
1 207240112 207314181 LINC02942
1 207454328 207489892 CR2
1 207496157 207641765 CR1
1 207645133 207723703 CR1L
1 207801518 207822703 MIR29B2CHG
1 207801852 207801939 MIR29C
1 207802443 207802523 MIR29B2
1 207818379 207822596 LOC148696
1 207880972 207911125 CD34
1 207958991 207968142 LINC02767
1 208626291 208638248 LINC02769
1 208728688 208733184 LINC01717
1 208972454 208975307 LINC01774
1 209325456 209328532 LINC01696
1 209372055 209379690 LINC01698
1 209428820 209432549 MIR205HG
1 209432133 209432242 MIR205
1 209623444 209623510 MIR4260
1 209661359 209742562 HSD11B1-AS1
1 209675412 209676390 G0S2
1 209686179 209734929 HSD11B1
1 209779208 209784559 C1orf74
1 209785617 209806142 IRF6
1 210231456 210233885 SERTAD4-AS1
1 210290338 210293149 LINC02602
1 211132279 211133374 KCNH1-IT1
1 211382755 211432535 LINC00467
1 211476522 211492162 RD3
1 211571568 211579161 SLC30A1
1 211639808 211654622 NTRAS
1 211658256 211675621 NEK2
1 211675762 211687459 NEK2-DT
1 211829637 211853703 LPGAT1-AS1
1 212077613 212077685 MIR3122
1 212213002 212285021 LINC02608
1 212285410 212361853 PPP2R5A
1 212352818 212352950 SNORA16B
1 212432920 212446379 NENF
1 212466816 212472878 LINC02771
1 212545694 212556066 LINC01740
1 212624474 212626775 GARIN4
1 212628928 212665645 LINC02773
1 212726153 212791777 NSL1
1 212830141 212847649 SPATA45
1 212856604 212858138 FLVCR1-DT
1 212950541 212991585 VASH2
1 213819641 213986153 PROX1-AS1
1 213924749 213926654 LINC00538
1 215622891 216423448 USH2A
1 216072465 216086917 USH2A-AS2
1 217781198 217785120 SPATA17-AS1
1 217892900 217920804 LINC00210
1 218043505 218059140 LINC01653
1 218344196 218345678 TGFB2-AS1
1 218345336 218444619 TGFB2
1 218442626 218443995 TGFB2-OT1
1 218510095 218525978 LINC02869
1 218912757 218918511 LINC01710
1 219080973 219173788 LYPLAL1-DT
1 219435158 219557324 LYPLAL1-AS1
1 219608012 219613105 ZC3H11B
1 219910445 219959098 SLC30A10
1 219968600 220046505 EPRS1
1 220094132 220148041 IARS2
1 220117853 220117962 MIR215
1 220118157 220118241 MIR194-1
1 220148293 220272453 RAB3GAP2
1 220200538 220200619 MIR664A
1 220200546 220200676 SNORA36B
1 220483165 220487558 LINC02779
1 220690363 220699153 C1orf115
1 220829255 220832429 LINC01352
1 220832763 220880140 HLX-AS1
1 220879443 220885059 HLX
1 221329928 221336296 LINC02817
1 221827666 221840666 LINC01655
1 221913645 221978520 LINC02257
1 221966410 221984964 LINC02474
1 222589920 222592633 TAF1A-AS1
1 223393415 223395465 CCDC185
1 224114111 224162047 FBXO28
1 224208747 224213279 LOC101927143
1 224219613 224228043 LOC101927164
1 224257040 224257110 MIR320B2
1 224385146 224434797 WDR26
1 224398227 224398311 MIR4742
1 224434640 224740554 CNIH3
1 224608118 224616227 CNIH3-AS2
1 224717179 224730592 CNIH3-AS1
1 225448004 225467772 LINC02765
1 225777826 225790464 SRP9
1 225810124 225845563 EPHX1
1 225886282 225889146 LEFTY1
1 225919878 225924250 PYCR2
1 225922080 225922142 MIR6741
1 225982702 225999343 SDE2
1 226046331 226062495 H3-3A-DT
1 226061831 226072019 H3-3A
1 226083575 226090289 LINC01703
